-1.510666e-02, -1.510666e-02
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
0.000000e+00, 0.000000e+00
