-7.629627e-03,
5.462813e-03,
1.281777e-03,
4.394665e-03,
5.554369e-03,
-1.892148e-03,
3.540147e-03,
5.066073e-03,
4.699850e-03,
5.951109e-03,
6.897183e-03,
1.309244e-02,
1.470992e-02,
1.147496e-02,
1.083407e-02,
1.467940e-02,
7.507553e-03,
1.229896e-02,
1.321451e-02,
1.965392e-02,
1.586962e-02,
6.897183e-03,
1.770074e-03,
4.699850e-03,
3.814814e-03,
1.052889e-02,
1.797540e-02,
9.521775e-03,
4.242073e-03,
1.290933e-02,
1.898251e-02,
1.651051e-02,
2.383496e-02,
2.780236e-02,
2.148503e-02,
1.840266e-02,
1.351970e-02,
9.887997e-03,
1.553392e-02,
2.087466e-02,
1.730400e-02,
1.626637e-02,
1.434370e-02,
1.086459e-02,
1.528977e-02,
2.285836e-02,
1.480148e-02,
1.043733e-02,
1.174963e-02,
1.174963e-02,
1.855525e-02,
1.422163e-02,
1.232948e-02,
1.571703e-02,
1.864681e-02,
1.202429e-02,
1.342814e-02,
1.669363e-02,
1.272622e-02,
1.681570e-02,
1.242103e-02,
1.068148e-02,
1.001007e-02,
8.636738e-03,
1.754814e-02,
1.306192e-02,
7.324442e-03,
8.362072e-03,
1.007111e-02,
5.401776e-03,
5.737480e-03,
1.806696e-02,
1.547288e-02,
8.423109e-03,
1.007111e-02,
-3.204443e-03,
3.387555e-03,
4.638813e-03,
9.735405e-03,
9.735405e-03,
-3.967406e-04,
2.441481e-04,
-2.227851e-03,
4.974517e-03,
9.277627e-03,
2.258370e-03,
8.514664e-03,
4.028443e-03,
-2.471999e-03,
7.599109e-03,
3.418073e-03,
5.188147e-03,
7.965331e-03,
4.577776e-03,
4.577776e-04,
1.135289e-02,
1.293985e-02,
9.399701e-03,
1.046785e-02,
7.782220e-03,
1.593066e-02,
8.056886e-03,
1.260414e-02,
7.599109e-03,
1.083407e-02,
1.382488e-02,
7.049776e-03,
6.012146e-03,
1.135289e-02,
1.492355e-02,
1.882992e-02,
1.217689e-02,
1.382488e-02,
1.373333e-02,
2.081362e-02,
1.171911e-02,
1.791437e-02,
2.023377e-02,
1.562548e-02,
1.992859e-02,
9.491256e-03,
5.645924e-03,
2.929777e-03,
9.765923e-04,
1.513718e-02,
1.074252e-02,
7.812738e-03,
1.477096e-02,
3.448592e-03,
8.972442e-03,
1.120029e-02,
4.577776e-03,
9.247108e-03,
6.378368e-03,
4.089480e-03,
9.826960e-03,
1.831111e-02,
1.550340e-02,
5.737480e-03,
3.540147e-03,
1.010163e-02,
9.002960e-03,
1.037629e-02,
1.248207e-02,
1.229896e-02,
4.181036e-03,
6.530961e-03,
1.126133e-02,
1.406903e-02,
1.849422e-02,
8.514664e-03,
3.112888e-03,
8.209479e-03,
6.775109e-03,
7.904294e-03,
8.758812e-03,
5.737480e-03,
4.303110e-03,
4.272591e-03,
2.349925e-03,
2.349925e-03,
1.031526e-02,
7.751701e-03,
1.025422e-02,
5.859554e-03,
4.974517e-03,
6.317331e-03,
9.216590e-03,
7.995849e-03,
1.342814e-02,
1.071200e-02,
7.324442e-03,
1.315348e-02,
7.080294e-03,
1.016266e-02,
1.751762e-02,
6.042665e-03,
9.979553e-03,
1.193274e-02,
9.277627e-03,
8.331553e-03,
8.514664e-03,
1.464888e-02,
1.648000e-03,
4.577776e-03,
3.967406e-04,
3.814814e-03,
6.500443e-03,
1.022370e-02,
1.406903e-02,
5.951109e-03,
1.470992e-02,
4.150517e-03,
5.462813e-03,
5.767998e-03,
3.967406e-04,
-1.403851e-03,
-7.415998e-03,
6.134220e-03,
4.852443e-03,
6.439405e-03,
1.629688e-02,
8.423109e-03,
1.025422e-02,
1.022370e-02,
3.112888e-03,
3.753777e-03,
6.775109e-03,
4.394665e-03,
4.547258e-03,
-8.239998e-04,
2.807703e-03,
2.288888e-03,
8.819849e-03,
3.662221e-03,
5.737480e-03,
2.594073e-03,
6.469924e-03,
1.001007e-02,
4.852443e-03,
8.667257e-03,
8.056886e-03,
6.073183e-03,
8.911405e-03,
5.462813e-03,
3.509629e-03,
7.354961e-03,
1.031526e-02,
9.857479e-03,
1.174963e-02,
1.776177e-02,
1.309244e-02,
1.644948e-02,
1.110874e-02,
1.470992e-02,
7.782220e-03,
6.866665e-03,
1.922666e-02,
2.017274e-02,
1.406903e-02,
1.245155e-02,
8.789331e-03,
8.941923e-03,
1.184118e-02,
1.596118e-02,
1.699881e-02,
1.611377e-02,
1.037629e-02,
1.016266e-02,
7.995849e-03,
9.155553e-03,
1.086459e-02,
7.660146e-03,
7.782220e-03,
1.010163e-02,
2.441481e-03,
-1.434370e-03,
-9.125034e-03,
2.777184e-03,
3.234962e-03,
2.105777e-03,
6.042665e-03,
-4.119999e-03,
-2.441481e-04,
-6.714072e-04,
1.345866e-02,
1.022370e-02,
4.760887e-03,
4.181036e-03,
5.645924e-03,
9.216590e-03,
1.513718e-02,
1.315348e-02,
6.073183e-03,
2.441481e-04,
-3.265481e-03,
-6.988739e-03,
-7.690664e-03,
-4.882962e-04,
1.709037e-03,
-4.364147e-03,
-2.746666e-03,
1.037629e-03,
3.173925e-03,
2.533036e-03,
-2.899258e-03,
2.441481e-04,
3.051851e-04,
-2.960295e-03,
6.042665e-03,
1.083407e-02,
1.391644e-02,
9.277627e-03,
1.562548e-02,
9.247108e-03,
8.087405e-03,
2.328562e-02,
2.307199e-02,
1.440474e-02,
1.525925e-02,
1.159703e-02,
8.270516e-03,
5.462813e-03,
1.580859e-02,
1.001007e-02,
1.843318e-02,
1.214637e-02,
6.347850e-03,
3.601184e-03,
7.751701e-03,
6.897183e-03,
1.147496e-02,
8.087405e-03,
-1.800592e-03,
-2.533036e-03,
-3.631703e-03,
1.709037e-03,
7.965331e-03,
9.399701e-03,
5.432295e-03,
8.239998e-04,
6.103702e-05,
9.552293e-03,
1.010163e-02,
1.419111e-02,
1.147496e-02,
6.500443e-03,
2.868740e-03,
1.025422e-02,
1.141392e-02,
-1.495407e-03,
1.373333e-02,
8.392590e-03,
9.704886e-03,
7.965331e-03,
8.850368e-03,
9.399701e-03,
6.958220e-03,
9.826960e-03,
7.263405e-03,
6.591998e-03,
2.380444e-03,
9.430219e-03,
5.798517e-03,
3.173925e-03,
-4.272591e-04,
7.171850e-03,
9.063997e-03,
1.492355e-02,
4.425184e-03,
9.582812e-03,
2.349925e-03,
2.380444e-03,
7.660146e-03,
1.333659e-02,
1.388592e-02,
1.147496e-02,
9.887997e-03,
6.286813e-03,
3.723258e-03,
5.645924e-03,
1.489303e-02,
2.142399e-02,
2.127140e-02,
1.293985e-02,
1.303140e-02,
1.599170e-02,
1.495407e-02,
1.120029e-02,
5.188147e-03,
1.648000e-03,
1.037629e-03,
1.098666e-03,
5.951109e-03,
-2.441481e-03,
1.556444e-03,
3.112888e-03,
3.082369e-03,
6.897183e-03,
1.709037e-02,
2.142399e-02,
1.205481e-02,
1.525925e-04,
1.156652e-02,
1.687674e-02,
1.071200e-02,
5.584887e-03,
1.058992e-02,
8.056886e-03,
1.217689e-02,
1.037629e-02,
1.068148e-02,
7.385479e-03,
9.125034e-03,
1.016266e-02,
1.495407e-02,
3.357036e-03,
3.418073e-03,
-4.333628e-03,
-1.220740e-03,
7.812738e-03,
4.730369e-03,
1.153600e-02,
1.098666e-02,
5.462813e-03,
-3.204443e-03,
-1.007111e-03,
8.667257e-03,
1.080355e-02,
1.193274e-02,
2.868740e-03,
6.714072e-03,
2.288888e-03,
1.275674e-02,
6.042665e-03,
1.464888e-03,
6.805628e-03,
6.012146e-03,
7.354961e-03,
2.990814e-03,
5.859554e-03,
7.629627e-03,
-4.272591e-03,
-2.899258e-03,
9.460738e-04,
-2.868740e-03,
3.387555e-03,
1.373333e-03,
6.653035e-03,
1.052889e-02,
5.706961e-03,
6.439405e-03,
4.242073e-03,
1.535081e-02,
9.521775e-03,
5.127110e-03,
2.960295e-03,
1.245155e-02,
1.467940e-02,
2.093570e-02,
1.767022e-02,
1.403851e-02,
7.324442e-03,
5.340739e-03,
1.388592e-02,
1.394696e-02,
1.028474e-02,
1.071200e-02,
8.636738e-03,
3.875851e-03,
1.022370e-02,
2.075259e-02,
1.922666e-02,
1.684622e-02,
1.388592e-02,
1.525925e-02,
1.135289e-02,
1.602222e-02,
2.279733e-02,
1.669363e-02,
1.525925e-02,
1.788385e-02,
1.553392e-02,
1.681570e-02,
2.417066e-02,
2.218696e-02,
2.050844e-02,
1.696829e-02,
8.392590e-03,
6.714072e-03,
7.995849e-03,
1.132237e-02,
1.016266e-02,
1.843318e-02,
8.056886e-03,
7.019257e-03,
1.028474e-02,
1.284829e-02,
2.191229e-02,
1.699881e-02,
1.901303e-02,
1.571703e-02,
6.195257e-03,
3.357036e-04,
3.570666e-03,
2.136296e-03,
8.911405e-03,
5.432295e-03,
2.563555e-03,
4.486221e-03,
9.765923e-04,
1.101718e-02,
5.432295e-03,
-2.899258e-03,
-1.648000e-03,
2.868740e-03,
-1.312296e-03,
2.380444e-03,
6.805628e-03,
-1.983703e-03,
6.805628e-03,
3.662221e-04,
4.852443e-03,
9.063997e-03,
1.126133e-02,
3.418073e-03,
5.584887e-03,
-1.800592e-03,
3.906369e-03,
2.777184e-03,
7.019257e-03,
8.056886e-03,
1.495407e-03,
-4.852443e-03,
-1.525925e-03,
5.279702e-03,
7.354961e-03,
6.195257e-03,
3.875851e-03,
-4.638813e-03,
3.662221e-04,
7.324442e-04,
2.655110e-03,
7.324442e-04,
-1.129185e-03,
-3.326518e-03,
-6.103702e-03,
-5.493332e-04,
-4.181036e-03,
-6.927702e-03,
-7.629627e-03,
3.662221e-03,
6.103702e-05,
1.648000e-03,
-8.239998e-04,
-2.166814e-03,
-1.739555e-03,
1.281777e-03,
1.287881e-02,
8.209479e-03,
4.333628e-03,
6.622517e-03,
4.638813e-03,
5.127110e-03,
4.425184e-03,
7.965331e-03,
1.147496e-02,
1.187170e-02,
7.751701e-03,
-1.556444e-03,
4.577776e-04,
4.852443e-03,
7.446516e-03,
8.758812e-03,
6.469924e-03,
9.155553e-03,
2.929777e-03,
5.279702e-03,
-7.782220e-03,
1.464888e-03,
3.357036e-03,
1.028474e-02,
3.967406e-04,
-1.068148e-03,
-3.936888e-03,
-6.103702e-03,
-1.083407e-02,
-3.295999e-03,
-6.988739e-03,
1.342814e-03,
-8.148442e-03,
-6.988739e-03,
9.155553e-05,
-6.408887e-04,
-4.608295e-03,
-3.387555e-03,
-2.716147e-03,
1.342814e-03,
5.798517e-03,
1.831111e-04,
3.509629e-03,
4.760887e-03,
-1.071200e-02,
-1.345866e-02,
3.662221e-04,
7.629627e-04,
6.927702e-03,
3.906369e-03,
-6.988739e-03,
-1.040681e-02,
-9.826960e-03,
5.493332e-04,
2.868740e-03,
-5.493332e-04,
7.324442e-04,
-3.875851e-03,
-2.899258e-03,
2.044740e-03,
7.080294e-03,
7.324442e-04,
-1.220740e-04,
3.021332e-03,
8.239998e-04,
-1.312296e-03,
2.868740e-03,
3.295999e-03,
6.195257e-03,
2.533036e-03,
9.155553e-04,
-9.277627e-03,
2.594073e-03,
-4.058962e-03,
-2.441481e-04,
8.087405e-03,
1.022370e-02,
-2.258370e-03,
-6.103702e-03,
2.136296e-03,
5.493332e-04,
1.342814e-03,
-4.486221e-03,
-2.746666e-04,
3.234962e-03,
-3.845332e-03,
-5.340739e-03,
-1.892148e-03,
3.418073e-03,
2.868740e-03,
-1.245155e-02,
-6.897183e-03,
-7.934812e-03,
-1.281777e-03,
-1.068148e-03,
4.760887e-03,
9.155553e-03,
7.934812e-04,
-2.716147e-03,
-1.098666e-03,
-4.913480e-03,
3.967406e-04,
-2.960295e-03,
-5.157628e-03,
-3.479110e-03,
-6.653035e-03,
-1.709037e-03,
2.990814e-03,
9.674367e-03,
-3.631703e-03,
-3.784295e-03,
1.831111e-04,
-9.155553e-05,
2.990814e-03,
9.155553e-05,
8.758812e-03,
-5.798517e-04,
-8.087405e-03,
-2.624592e-03,
2.685629e-03,
1.120029e-02,
9.399701e-03,
4.547258e-03,
4.577776e-04,
7.232887e-03,
1.507614e-02,
1.245155e-02,
5.432295e-03,
-4.882962e-04,
3.357036e-04,
-5.798517e-04,
-4.272591e-03,
3.601184e-03,
5.310221e-03,
9.277627e-03,
7.324442e-04,
-7.507553e-03,
1.525925e-03,
1.025422e-02,
1.153600e-02,
9.216590e-03,
1.028474e-02,
3.845332e-03,
2.655110e-03,
8.270516e-03,
9.155553e-03,
1.315348e-02,
1.492355e-02,
1.116977e-02,
1.104770e-02,
4.974517e-03,
2.868740e-03,
4.486221e-03,
8.667257e-03,
9.674367e-03,
1.541185e-02,
1.431318e-02,
9.002960e-03,
1.608326e-02,
1.394696e-02,
1.001007e-02,
8.362072e-03,
1.644948e-02,
2.124088e-02,
2.426222e-02,
2.768029e-02,
2.038636e-02,
1.467940e-02,
7.782220e-03,
1.507614e-02,
2.212592e-02,
1.657155e-02,
2.038636e-02,
2.804651e-02,
1.376385e-02,
1.702933e-02,
1.535081e-02,
6.134220e-03,
1.477096e-02,
1.440474e-02,
1.712088e-02,
1.358074e-02,
2.111881e-02,
1.947081e-02,
1.846370e-02,
1.406903e-02,
1.345866e-02,
1.159703e-02,
2.075259e-03,
5.432295e-03,
9.216590e-03,
1.284829e-02,
1.153600e-02,
8.789331e-03,
2.868740e-03,
7.782220e-03,
6.805628e-03,
6.775109e-03,
4.028443e-03,
8.484146e-03,
3.357036e-04,
6.012146e-03,
4.547258e-03,
8.056886e-03,
1.147496e-02,
7.171850e-03,
3.143406e-03,
5.493332e-04,
2.685629e-03,
7.202368e-03,
9.430219e-03,
5.615406e-03,
2.044740e-03,
5.401776e-03,
5.401776e-03,
-5.493332e-04,
7.080294e-03,
3.601184e-03,
9.216590e-03,
4.181036e-03,
6.897183e-03,
1.922666e-03,
2.655110e-03,
8.117924e-03,
2.990814e-03,
2.990814e-03,
1.141392e-02,
2.258370e-03,
7.049776e-03,
1.800592e-03,
8.758812e-03,
2.777184e-03,
-7.110813e-03,
-6.653035e-03,
3.418073e-03,
8.697775e-03,
6.927702e-03,
-2.380444e-03,
-2.288888e-03,
-4.058962e-03,
-1.281777e-03,
1.831111e-04,
4.577776e-04,
-1.007111e-03,
-3.143406e-03,
5.066073e-03,
9.125034e-03,
-8.239998e-04,
3.540147e-03,
7.171850e-03,
-2.471999e-03,
9.460738e-04,
-2.746666e-04,
4.974517e-03,
6.714072e-03,
6.012146e-03,
6.195257e-03,
1.190222e-02,
4.882962e-04,
6.164739e-03,
1.727348e-02,
1.611377e-02,
6.164739e-03,
7.751701e-03,
1.464888e-02,
7.782220e-03,
1.440474e-02,
2.322459e-02,
1.797540e-02,
9.399701e-03,
6.714072e-03,
1.043733e-02,
9.247108e-03,
1.120029e-02,
1.525925e-03,
7.324442e-03,
6.958220e-03,
-3.143406e-03,
1.367229e-02,
2.160710e-02,
1.162755e-02,
1.278726e-02,
6.530961e-03,
7.019257e-03,
9.949034e-03,
1.321451e-02,
1.278726e-02,
2.096622e-02,
2.096622e-02,
1.599170e-02,
1.580859e-02,
9.796442e-03,
2.023377e-02,
1.132237e-02,
9.155553e-03,
4.547258e-03,
3.448592e-03,
2.136296e-03,
7.538072e-03,
6.439405e-03,
1.513718e-02,
1.156652e-02,
5.645924e-03,
1.178014e-02,
1.422163e-02,
6.134220e-03,
1.202429e-02,
4.821924e-03,
-4.882962e-04,
-3.173925e-03,
-2.868740e-03,
4.181036e-03,
4.272591e-03,
4.913480e-03,
-8.239998e-04,
4.882962e-04,
-1.739555e-03,
-2.014222e-03,
-7.019257e-04,
3.692740e-03,
4.852443e-03,
-7.812738e-03,
-1.892148e-03,
-1.831111e-04,
2.380444e-03,
9.521775e-03,
6.927702e-03,
-1.312296e-03,
5.706961e-03,
6.347850e-03,
8.667257e-03,
9.521775e-03,
1.174963e-02,
7.171850e-03,
3.234962e-03,
8.819849e-03,
-3.143406e-03,
-2.441481e-03,
-7.049776e-03,
-1.800592e-03,
5.737480e-03,
4.852443e-03,
9.155553e-05,
6.317331e-03,
4.882962e-03,
7.507553e-03,
2.838221e-03,
1.403851e-03,
-1.312296e-03,
2.990814e-03,
8.484146e-03,
1.162755e-02,
1.626637e-02,
1.452681e-02,
7.812738e-03,
8.514664e-03,
9.826960e-03,
1.211585e-02,
4.638813e-03,
5.798517e-03,
-2.533036e-03,
-1.525925e-03,
-7.263405e-03,
-1.458785e-02,
-2.105777e-03,
5.767998e-03,
1.013215e-02,
5.340739e-03,
-1.739555e-03,
2.136296e-04,
5.279702e-03,
3.540147e-03,
5.767998e-03,
1.251259e-03,
-7.354961e-03,
-1.220740e-04,
1.983703e-03,
5.584887e-03,
5.005036e-03,
6.408887e-04,
-2.624592e-03,
-3.540147e-03,
3.051851e-05,
-1.068148e-03,
7.995849e-03,
1.623585e-02,
3.753777e-03,
4.547258e-03,
1.391644e-02,
6.286813e-03,
4.882962e-04,
-3.601184e-03,
-1.068148e-03,
5.920591e-03,
6.408887e-04,
-2.441481e-04,
1.983703e-03,
2.441481e-03,
-1.678518e-03,
3.662221e-04,
3.601184e-03,
5.737480e-03,
4.089480e-03,
-2.960295e-03,
3.601184e-03,
-3.540147e-03,
-2.136296e-03,
-4.852443e-03,
-6.408887e-03,
1.525925e-03,
-1.892148e-03,
2.533036e-03,
2.105777e-03,
4.760887e-03,
4.577776e-04,
2.136296e-03,
7.904294e-03,
4.913480e-03,
5.188147e-04,
-9.613330e-03,
-1.113926e-02,
-2.685629e-03,
-7.812738e-03,
-6.744591e-03,
-5.584887e-03,
-8.575701e-03,
-6.347850e-03,
-4.211554e-03,
-2.227851e-03,
-6.836146e-03,
-2.899258e-03,
-7.629627e-04,
-4.730369e-03,
-1.739555e-03,
1.098666e-03,
3.295999e-03,
2.410962e-03,
3.448592e-03,
2.655110e-03,
-1.648000e-03,
-5.737480e-03,
1.953185e-03,
-9.308145e-03,
-2.624592e-03,
9.155553e-04,
3.295999e-03,
-4.943999e-03,
-1.031526e-02,
-9.094516e-03,
-9.704886e-03,
-8.392590e-03,
-1.281777e-02,
-9.033479e-03,
-6.897183e-03,
-5.951109e-03,
-5.066073e-03,
-1.983703e-03,
-5.737480e-03,
-1.150548e-02,
4.577776e-04,
3.418073e-03,
-9.460738e-04,
3.234962e-03,
-5.798517e-04,
-4.058962e-03,
-8.941923e-03,
-3.051851e-03,
-1.159703e-03,
2.441481e-03,
4.455702e-03,
-1.739555e-03,
-5.798517e-03,
-9.826960e-03,
-1.013215e-02,
-8.148442e-03,
-2.990814e-03,
-4.516739e-03,
-8.209479e-03,
-4.608295e-03,
-1.281777e-03,
-7.507553e-03,
-6.378368e-03,
-9.460738e-04,
-6.195257e-03,
-2.319407e-03,
-9.155553e-03,
-3.936888e-03,
7.324442e-04,
-1.525925e-03,
-3.967406e-04,
3.540147e-03,
-7.873775e-03,
-5.737480e-03,
1.086459e-02,
1.571703e-02,
1.547288e-02,
7.751701e-03,
1.770074e-03,
2.594073e-03,
6.439405e-03,
9.155553e-03,
-2.227851e-03,
-1.434370e-03,
-4.425184e-03,
-8.575701e-03,
1.037629e-03,
8.239998e-03,
8.789331e-03,
9.521775e-03,
1.373333e-03,
-2.685629e-03,
6.714072e-04,
-1.159703e-03,
-5.249184e-03,
2.136296e-03,
9.460738e-04,
-3.570666e-03,
-1.098666e-03,
-7.080294e-03,
1.190222e-03,
1.190222e-03,
1.373333e-03,
-4.669332e-03,
8.850368e-04,
-3.204443e-03,
9.155553e-05,
-1.373333e-03,
-5.371258e-03,
-1.467940e-02,
-1.370281e-02,
-2.868740e-03,
-2.441481e-04,
-5.798517e-04,
-3.448592e-03,
4.119999e-03,
3.570666e-03,
-4.119999e-03,
6.103702e-04,
-1.800592e-03,
6.408887e-04,
-3.906369e-03,
9.247108e-03,
-3.631703e-03,
-3.357036e-04,
3.387555e-03,
5.188147e-04,
1.831111e-03,
-1.220740e-04,
-3.936888e-03,
-1.107822e-02,
-5.645924e-03,
-5.584887e-03,
-3.845332e-03,
1.211585e-02,
2.807703e-03,
-1.220740e-02,
-9.155553e-03,
1.342814e-03,
6.347850e-03,
3.143406e-03,
1.068148e-03,
-1.495407e-03,
-2.990814e-03,
-5.890072e-03,
2.197333e-03,
-1.251259e-03,
-2.227851e-03,
-6.042665e-03,
-5.066073e-03,
-5.096591e-03,
-3.845332e-03,
5.218665e-03,
-3.723258e-03,
3.387555e-03,
-1.892148e-03,
-1.156652e-02,
-1.028474e-02,
-1.202429e-02,
-3.326518e-03,
-9.430219e-03,
-1.223792e-02,
-8.819849e-03,
-1.470992e-02,
-1.101718e-02,
-1.892148e-03,
-9.552293e-03,
-1.043733e-02,
-1.321451e-02,
-1.931822e-02,
-9.674367e-03,
-4.028443e-03,
-1.135289e-02,
-8.880886e-03,
-1.690725e-02,
-1.763970e-02,
-7.690664e-03,
-5.432295e-03,
-6.988739e-03,
-7.263405e-03,
-8.819849e-03,
-7.660146e-03,
-3.875851e-03,
-5.584887e-03,
-3.875851e-03,
-4.455702e-03,
-4.211554e-03,
-9.460738e-04,
-3.265481e-03,
-1.046785e-02,
-1.028474e-02,
-1.739555e-03,
-2.136296e-04,
-2.288888e-03,
-1.397748e-02,
-1.422163e-02,
-8.362072e-03,
-1.602222e-02,
-1.031526e-02,
-1.852474e-02,
-1.522874e-02,
-1.544237e-02,
-1.626637e-02,
-1.281777e-02,
-7.782220e-03,
-7.507553e-03,
-7.507553e-03,
-1.748711e-02,
-1.965392e-02,
-1.876888e-02,
-1.498459e-02,
-1.181066e-02,
-1.654103e-02,
-2.575762e-02,
-2.194281e-02,
-1.586962e-02,
-9.918516e-03,
-1.046785e-02,
-7.965331e-03,
-1.544237e-02,
-6.775109e-03,
-9.765923e-03,
-1.290933e-02,
-1.229896e-02,
-7.782220e-03,
-8.453627e-03,
-1.355022e-02,
-8.880886e-03,
-1.086459e-02,
-5.157628e-03,
-4.608295e-03,
-8.789331e-03,
-1.510666e-02,
-1.763970e-02,
-9.582812e-03,
-8.392590e-03,
-1.721244e-02,
-1.086459e-02,
-1.495407e-02,
-1.968444e-02,
-1.205481e-02,
-9.399701e-03,
-2.227851e-03,
-3.936888e-03,
-9.582812e-03,
-9.765923e-03,
-9.155553e-03,
-4.882962e-03,
-3.875851e-03,
-6.042665e-03,
-1.403851e-03,
-3.906369e-03,
-1.236000e-02,
-9.552293e-03,
-3.112888e-03,
-9.277627e-03,
-3.387555e-03,
-2.594073e-03,
-3.204443e-03,
-9.521775e-03,
-1.443525e-02,
-6.073183e-03,
-1.010163e-02,
-2.136296e-03,
-1.174963e-02,
-7.354961e-03,
-2.441481e-04,
-1.678518e-03,
-3.723258e-03,
-1.260414e-02,
-1.806696e-02,
-1.525925e-02,
-1.132237e-02,
-1.123081e-02,
-9.979553e-03,
-1.333659e-02,
-9.430219e-03,
-1.135289e-02,
-7.080294e-03,
-9.826960e-03,
-1.101718e-02,
-8.270516e-03,
-1.034577e-02,
-1.107822e-02,
-7.629627e-03,
-9.704886e-03,
-1.513718e-02,
-8.270516e-03,
-1.181066e-02,
-1.089511e-02,
-1.617481e-02,
-1.196326e-02,
-1.443525e-02,
-7.660146e-03,
-6.988739e-03,
-1.287881e-02,
-1.120029e-02,
-1.046785e-02,
-1.995911e-02,
-5.798517e-03,
-4.577776e-03,
-1.709037e-03,
-1.739555e-03,
-7.660146e-03,
-5.767998e-03,
-4.577776e-03,
4.638813e-03,
1.770074e-03,
4.181036e-03,
2.441481e-03,
-3.326518e-03,
-6.683554e-03,
-6.805628e-03,
-1.709037e-03,
-7.477035e-03,
4.242073e-03,
-9.521775e-03,
-3.997925e-03,
-4.425184e-03,
-3.906369e-03,
1.525925e-04,
-1.367229e-02,
-6.653035e-03,
9.155553e-04,
1.568651e-02,
1.654103e-02,
1.492355e-02,
1.562548e-02,
1.074252e-02,
1.248207e-02,
8.362072e-03,
7.843257e-03,
1.513718e-02,
1.361126e-02,
